umbral,accuracy,precision,recall,f1,f2,roc_auc,pr_auc,balanced_accuracy,specificity,tn,fp,fn,tp,modelo,tipo_umbral,segundos_ajuste_final
0.9515809727169996,0.9942944444444444,0.6530451866404715,0.920265780730897,0.7639623075155136,0.8506500153546934,0.9978054732762236,0.8213130293524128,0.9576552536324496,0.9950447265340022,177311,883,144,1662,Regresión Logística,operativo_F2,1.363594299997203
0.429184379406317,0.9973666666666666,0.8043875685557587,0.97452934662237,0.8813219829744617,0.9349766255843605,0.9996466298610605,0.9666614054400569,0.9860637350079872,0.9975981233936048,177766,428,46,1760,Random Forest,operativo_F2,32.37033780000638
0.8172274827957153,0.9967166666666668,0.7626459143968871,0.9767441860465116,0.8565185724690458,0.9248191255111672,0.999582304756232,0.9591975863019436,0.9868316371156496,0.9969190881847874,177645,549,42,1764,XGBoost,operativo_F2,5.486244400031865
